,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Category,Outlet_Age
7927,13.65,Low Fat,0.053930934,Breads,229.4668,Medium,Tier 1,Supermarket Type1,8.484401947258903,FD,14
7928,20.2,Regular,0.060045008,Fruits and Vegetables,128.3678,Medium,Tier 3,Supermarket Type2,7.244117366680038,FD,4
7929,12.5,Low Fat,0.10402738,Household,172.2448,Small,Tier 2,Supermarket Type1,7.536839985076312,NC,6
7930,12.91,Low Fat,0.083536071,Meat,255.433,Medium,Tier 3,Supermarket Type3,9.130104679015517,FD,28
7931,5.48,Low Fat,0.015169739,Frozen Foods,82.225,Medium,Tier 3,Supermarket Type2,7.717829573446373,FD,4
7932,12.89,Low Fat,0.028382853,Health and Hygiene,109.4596,Medium,Tier 1,Grocery Store,6.47413387665809,NC,28
7933,12.1,Regular,0.061299601,Soft Drinks,56.2614,Small,Tier 2,Supermarket Type1,6.316467693001039,DR,11
7934,16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,Small,Tier 2,Supermarket Type1,7.2587540639672525,FD,6
7935,16.85,Regular,0.023201357,Snack Foods,45.9428,Small,Tier 2,Supermarket Type1,5.732044643751941,FD,11
7936,7.365,Low Fat,0.042626422,Fruits and Vegetables,227.072,Medium,Tier 1,Supermarket Type1,8.312796808636735,FD,14
7937,9.195,Low Fat,0.108501676,Snack Foods,183.6634,Small,Tier 2,Supermarket Type1,7.768078313714118,FD,6
7938,14.3,Low Fat,0.122571209,Dairy,122.373,Small,Tier 1,Supermarket Type1,6.894045731118417,FD,16
7939,5.32,Low Fat,0.093408695,Health and Hygiene,101.2674,Small,Tier 2,Supermarket Type1,7.71516053426149,NC,6
7940,12.91,Low Fat,0.032731074,Health and Hygiene,235.6906,Medium,Tier 3,Supermarket Type3,8.649198940838788,NC,28
7941,13.65,Regular,0.043386131,Snack Foods,80.2302,Medium,Tier 3,Grocery Store,4.384900002595562,FD,15
7942,12.6,Regular,0.021969896,Fruits and Vegetables,248.6092,Small,Tier 1,Supermarket Type1,8.082748069935931,FD,16
7943,12.91,Low Fat,0.183948465,Household,33.6216,Medium,Tier 3,Supermarket Type3,6.841383825717003,NC,28
7944,10.6,Regular,0.033052168,Breakfast,49.7008,Small,Tier 1,Supermarket Type1,6.86944595838446,FD,16
7945,12.89,Low Fat,0.054443762,Snack Foods,184.6582,Medium,Tier 1,Grocery Store,5.229814732018166,FD,28
7946,8.6,Regular,0.040172077,Canned,188.553,High,Tier 3,Supermarket Type1,8.2417189657166,FD,26
7947,19.85,Low Fat,0.175995526,Fruits and Vegetables,224.0772,Small,Tier 1,Supermarket Type1,7.35092739106112,FD,16
7948,9.3,Low Fat,0.042530668,Hard Drinks,125.5388,Small,Tier 2,Supermarket Type1,7.954825961734186,DR,6
7949,12.89,Regular,0.274592283,Breakfast,167.8474,Medium,Tier 1,Grocery Store,5.822734604433436,FD,28
7950,7.76,Low Fat,0.059594017,Snack Foods,99.67,Medium,Tier 3,Supermarket Type2,7.548835181495915,FD,4
7951,10.895,Low Fat,0.136784873,Dairy,265.2568,Small,Tier 2,Supermarket Type1,8.347474002151007,FD,9
7952,10.8,Low Fat,0.053930934,Soft Drinks,238.1564,Medium,Tier 3,Supermarket Type2,8.56500016765287,DR,4
7953,12.89,Regular,0.019912606,Frozen Foods,91.0488,Medium,Tier 1,Grocery Store,5.6081757175438405,FD,28
7954,9.195,Regular,0.04719387,Frozen Foods,52.8666,Medium,Tier 1,Supermarket Type1,7.23359851307608,FD,14
7955,19.6,Low Fat,0.039638705,Snack Foods,166.0526,Medium,Tier 1,Supermarket Type1,8.0473813517777,FD,14
7956,15.7,Low Fat,0.074083388,Baking Goods,253.3724,Small,Tier 2,Supermarket Type1,8.824112260637174,FD,6
7957,18.85,Low Fat,0.091051579,Hard Drinks,127.4336,Small,Tier 2,Supermarket Type1,6.797756467486568,DR,11
7958,14.7,Low Fat,0.02090277,Hard Drinks,144.5128,High,Tier 3,Supermarket Type1,8.104308949471147,DR,26
7959,15.0,Low Fat,0.153861181,Starchy Foods,108.5938,High,Tier 3,Supermarket Type1,7.240305118767118,FD,26
7960,21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,Small,Tier 1,Supermarket Type1,6.4617306419066205,FD,16
7961,17.0,Low Fat,0.119871307,Frozen Foods,248.3434,Medium,Tier 3,Supermarket Type2,8.733849344997193,FD,4
7962,16.7,Regular,0.069903773,Baking Goods,188.6214,Small,Tier 2,Supermarket Type1,6.339060753745508,FD,9
7963,8.6,Low Fat,0.069416467,Household,92.5146,Small,Tier 1,Supermarket Type1,7.604755626550299,NC,16
7964,6.76,Regular,0.02914662,Fruits and Vegetables,79.296,Small,Tier 2,Supermarket Type1,7.0206767385268405,FD,6
7965,8.77,Regular,0.046771477,Fruits and Vegetables,173.9422,Small,Tier 1,Supermarket Type1,8.04075598301079,FD,16
7966,12.91,Low Fat,0.092564193,Household,53.4956,Medium,Tier 3,Supermarket Type3,7.6639844830016886,NC,28
7967,5.845,Regular,0.104998144,Frozen Foods,213.2218,Small,Tier 2,Supermarket Type1,8.891173301491609,FD,9
7968,16.7,Regular,0.119704498,Fruits and Vegetables,181.9976,Small,Tier 2,Supermarket Type1,8.600417539990525,FD,11
7969,11.65,Low Fat,0.03242518,Hard Drinks,38.8164,Medium,Tier 3,Grocery Store,4.359688996952166,DR,15
7970,12.91,Low Fat,0.052300844,Frozen Foods,88.283,Medium,Tier 3,Supermarket Type3,7.677026113130066,FD,28
7971,14.3,Low Fat,0.026362624,Frozen Foods,78.3302,Medium,Tier 1,Supermarket Type1,7.145734791157719,FD,14
7972,12.91,Low Fat,0.053930934,Snack Foods,45.7428,Medium,Tier 3,Supermarket Type3,6.423570287881946,FD,28
7973,8.355,Low Fat,0.187558629,Canned,148.0418,Small,Tier 1,Supermarket Type1,7.294661226369017,FD,16
7974,13.15,Low Fat,0.04376368,Snack Foods,183.095,Small,Tier 1,Supermarket Type1,7.513136252285207,FD,16
7975,19.25,Regular,0.053930934,Frozen Foods,82.5908,Small,Tier 2,Supermarket Type1,6.828494299013197,FD,11
7976,5.035,Regular,0.080072603,Breads,228.2036,Small,Tier 2,Supermarket Type1,7.826339219442406,FD,11
7977,15.85,Regular,0.007146415,Snack Foods,41.048,Small,Tier 1,Supermarket Type1,6.684561726417885,FD,16
7978,15.35,Low Fat,0.096317593,Soft Drinks,197.3768,High,Tier 3,Supermarket Type1,8.117105280236862,DR,26
7979,12.5,Low Fat,0.020729902,Breads,197.2742,Medium,Tier 1,Supermarket Type1,8.238380945490935,FD,14
7980,18.35,Regular,0.15783357,Fruits and Vegetables,87.5882,Medium,Tier 3,Grocery Store,5.151998272968793,FD,15
7981,12.91,Regular,0.010928678,Snack Foods,167.0842,Medium,Tier 3,Supermarket Type3,8.774403241868214,FD,28
7982,20.5,Low Fat,0.036110222,Fruits and Vegetables,120.1756,High,Tier 3,Supermarket Type1,7.630939399884569,FD,26
7983,13.85,Low Fat,0.030842963,Soft Drinks,143.1154,Medium,Tier 1,Supermarket Type1,7.845289638628091,DR,14
7984,4.59,Low Fat,0.053930934,Soft Drinks,111.186,Small,Tier 2,Supermarket Type1,7.127730616803983,DR,11
7985,10.0,Low Fat,0.089078338,Health and Hygiene,147.1102,High,Tier 3,Supermarket Type1,7.97838090228698,NC,26
7986,12.35,Low Fat,0.100164204,Fruits and Vegetables,113.6518,Medium,Tier 3,Supermarket Type2,7.3745821175675434,FD,4
7987,12.91,Regular,0.045763623,Dairy,43.8744,Medium,Tier 3,Supermarket Type3,7.109396339851092,FD,28
7988,20.0,Regular,0.10399676,Canned,107.4622,High,Tier 3,Supermarket Type1,7.370818000764178,FD,26
7989,13.8,Regular,0.057104066,Snack Foods,232.6984,Medium,Tier 3,Supermarket Type2,7.237915062498725,FD,4
7990,9.5,Low Fat,0.041971264,Soft Drinks,33.39,Small,Tier 2,Supermarket Type1,6.597663985017227,DR,11
7991,5.425,Regular,0.114472403,Baking Goods,88.3514,Small,Tier 1,Supermarket Type1,7.949671917306988,FD,16
7992,16.75,Low Fat,0.045117476,Snack Foods,187.9556,Medium,Tier 1,Supermarket Type1,7.80050008856523,FD,14
7993,19.2,Regular,0.053930934,Starchy Foods,223.8062,Small,Tier 2,Supermarket Type1,8.638287184244,FD,11
7994,10.5,Low Fat,0.02727641,Household,171.3106,Small,Tier 1,Supermarket Type1,8.18711082402755,NC,16
7995,12.85,Regular,0.152747503,Fruits and Vegetables,252.0382,Medium,Tier 3,Supermarket Type2,8.303606626278588,FD,4
7996,12.89,Low Fat,0.060706749,Household,127.502,Medium,Tier 1,Grocery Store,5.941501945902777,NC,28
7997,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,Small,Tier 2,Supermarket Type1,6.733292362029665,FD,11
7998,12.89,Regular,0.076851759,Breads,111.857,Medium,Tier 1,Grocery Store,4.708241082467281,FD,28
7999,14.5,Regular,0.063810405,Breads,263.2594,High,Tier 3,Supermarket Type1,7.965286303411392,FD,26
8000,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,Small,Tier 2,Supermarket Type1,8.401827681188987,FD,11
8001,7.42,Low Fat,0.020387989,Snack Foods,247.1092,Small,Tier 2,Supermarket Type1,8.350939390077293,FD,9
8002,17.25,Low Fat,0.113518466,Household,253.5724,Small,Tier 1,Supermarket Type1,8.524059166570577,NC,16
8003,18.75,Low Fat,0.052917345,Snack Foods,190.6504,Small,Tier 2,Supermarket Type1,7.202849414103315,FD,11
8004,20.25,Regular,0.018911474,Fruits and Vegetables,220.5772,Small,Tier 2,Supermarket Type1,7.802679034203451,FD,6
8005,12.65,Regular,0.075981306,Frozen Foods,192.3846,High,Tier 3,Supermarket Type1,7.555824546434455,FD,26
8006,12.5,Low Fat,0.018848862,Health and Hygiene,96.7384,Small,Tier 1,Supermarket Type1,7.681949954555398,NC,16
8007,12.8,Low Fat,0.116527666,Starchy Foods,261.4252,Medium,Tier 3,Grocery Store,5.5733897702400235,FD,15
8008,6.655,Low Fat,0.053930934,Fruits and Vegetables,212.4586,Small,Tier 2,Supermarket Type1,7.917449574222096,FD,6
8009,10.3,Low Fat,0.070040195,Dairy,263.0226,Small,Tier 1,Supermarket Type1,8.349995474620288,FD,16
8010,14.6,Low Fat,0.059827007,Others,239.2538,Small,Tier 2,Supermarket Type1,8.190439536024046,NC,6
8011,9.195,Regular,0.051827123,Baking Goods,77.4644,Medium,Tier 3,Supermarket Type2,7.254997312582616,FD,4
8012,13.65,Low Fat,0.03595391,Snack Foods,185.2924,Small,Tier 2,Supermarket Type1,8.054386259708407,FD,9
8013,7.935,Low Fat,0.017182935,Dairy,51.235,Medium,Tier 1,Supermarket Type1,6.745112812442211,FD,14
8014,20.75,Low Fat,0.007546808,Snack Foods,104.1622,High,Tier 3,Supermarket Type1,7.435317186555804,FD,26
8015,15.1,Regular,0.105831117,Fruits and Vegetables,41.6796,Medium,Tier 1,Supermarket Type1,6.66608160040006,FD,14
8016,12.89,Low Fat,0.018275994,Canned,115.2808,Medium,Tier 1,Grocery Store,4.772215655229529,FD,28
8017,10.1,Low Fat,0.027064381,Meat,76.367,Small,Tier 1,Supermarket Type1,6.642056461065766,FD,16
8018,12.91,Regular,0.053930934,Canned,100.3674,Medium,Tier 3,Supermarket Type3,7.51458894807856,FD,28
8019,16.75,Low Fat,0.06063976,Dairy,173.0106,Medium,Tier 1,Supermarket Type1,8.18711082402755,FD,14
8020,9.13,Low Fat,0.051847425,Household,152.8024,Small,Tier 1,Supermarket Type1,7.102844316844869,NC,16
8021,8.235,Low Fat,0.014518575,Health and Hygiene,182.195,Medium,Tier 3,Supermarket Type2,7.775374539642573,NC,4
8022,16.85,Regular,0.159722816,Frozen Foods,194.1478,High,Tier 3,Supermarket Type1,8.667926725158694,FD,26
8023,12.91,Low Fat,0.05911748,Household,181.5976,Medium,Tier 3,Supermarket Type3,8.334770381496359,NC,28
8024,17.35,Low Fat,0.020555958,Others,79.4618,Small,Tier 2,Supermarket Type1,7.480631105587959,NC,9
8025,12.89,Low Fat,0.171383506,Canned,50.5324,Medium,Tier 1,Grocery Store,5.341039634404711,FD,28
8026,14.5,Low Fat,0.090286009,Health and Hygiene,159.9604,Small,Tier 2,Supermarket Type1,7.705012713948934,NC,6
8027,14.5,Low Fat,0.061986574,Dairy,153.0998,Small,Tier 1,Supermarket Type1,8.501590825060791,DR,16
8028,9.395,Low Fat,0.160235723,Soft Drinks,227.872,Small,Tier 2,Supermarket Type1,7.36872068627688,DR,6
8029,7.905,Low Fat,0.010032624,Snack Foods,248.3408,Small,Tier 2,Supermarket Type1,6.622766110740251,FD,11
8030,12.89,Low Fat,0.116928924,Frozen Foods,183.3292,Medium,Tier 1,Grocery Store,5.90224637329606,FD,28
8031,12.89,Low Fat,0.011835436,Others,121.373,Medium,Tier 1,Grocery Store,5.510788166125939,NC,28
8032,8.5,Low Fat,0.097884718,Canned,52.5324,Small,Tier 1,Supermarket Type1,7.0862739472864895,FD,16
8033,8.3,Regular,0.038204311,Dairy,87.7198,Small,Tier 2,Supermarket Type1,7.513499624124417,FD,9
8034,7.975,Low Fat,0.014631149,Baking Goods,84.525,Small,Tier 1,Supermarket Type1,6.033385937071538,FD,16
8035,13.5,Regular,0.160044589,Fruits and Vegetables,145.4102,Small,Tier 2,Supermarket Type1,8.160645325117086,FD,11
8036,12.91,Low Fat,0.02930277,Household,256.1646,Medium,Tier 3,Supermarket Type3,8.687321680635414,NC,28
8037,5.785,Regular,0.040351229,Snack Foods,181.366,Small,Tier 2,Supermarket Type1,7.590056858053727,FD,9
8038,9.5,Low Fat,0.042123243,Soft Drinks,32.09,Small,Tier 2,Supermarket Type1,6.0725144397081445,DR,6
8039,16.75,Low Fat,0.081485126,Fruits and Vegetables,258.0988,Small,Tier 2,Supermarket Type1,9.104530644326644,FD,11
8040,12.91,Regular,0.149288779,Frozen Foods,158.4288,Medium,Tier 3,Supermarket Type3,8.001839732458064,FD,28
8041,17.6,Regular,0.053930934,Starchy Foods,46.006,Small,Tier 1,Supermarket Type1,5.790699958349104,FD,16
8042,18.2,Regular,0.066567121,Fruits and Vegetables,250.2092,Medium,Tier 3,Supermarket Type2,8.002731097031752,FD,4
8043,11.6,Low Fat,0.068535039,Soft Drinks,143.0154,Medium,Tier 3,Grocery Store,5.651192901866224,DR,15
8044,6.865,Low Fat,0.057062186,Snack Foods,212.0218,Medium,Tier 3,Supermarket Type2,7.762995713452859,FD,4
8045,7.275,Low Fat,0.027991093,Snack Foods,145.976,Medium,Tier 1,Supermarket Type1,8.165199843115829,FD,14
8046,18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,Small,Tier 1,Supermarket Type1,5.97589903056637,FD,16
8047,13.5,Low Fat,0.053930934,Soft Drinks,189.1872,Small,Tier 2,Supermarket Type1,7.5453220940462815,DR,9
8048,9.0,Low Fat,0.038892859,Soft Drinks,36.119,High,Tier 3,Supermarket Type1,7.002674473270677,DR,26
8049,19.1,Low Fat,0.045270426,Dairy,38.8138,High,Tier 3,Supermarket Type1,6.595846631994045,DR,26
8050,17.85,Regular,0.020942867,Meat,260.2936,Small,Tier 2,Supermarket Type1,8.337324048994375,FD,9
8051,10.3,Regular,0.030693756,Fruits and Vegetables,114.2176,Medium,Tier 3,Supermarket Type2,7.685626990357768,FD,4
8052,6.38,Low Fat,0.015162573,Household,145.147,Small,Tier 1,Supermarket Type1,8.008727115060847,NC,16
8053,12.91,Regular,0.053930934,Frozen Foods,37.0506,Medium,Tier 3,Supermarket Type3,6.895394802058869,FD,28
8054,15.0,Low Fat,0.119461188,Health and Hygiene,126.3362,Medium,Tier 3,Grocery Store,6.223260161147306,NC,15
8055,15.1,Low Fat,0.095158081,Baking Goods,159.2604,Small,Tier 1,Supermarket Type1,7.956227012112672,FD,16
8056,16.2,Low Fat,0.050545502,Household,191.6162,Medium,Tier 3,Supermarket Type2,7.4574625969025,NC,4
8057,5.945,Low Fat,0.093405156,Household,129.3652,Medium,Tier 3,Supermarket Type2,8.387680410487462,NC,4
8058,11.8,Regular,0.179191782,Dairy,224.2772,Medium,Tier 3,Grocery Store,6.504485160121538,FD,15
8059,19.7,Regular,0.160951491,Canned,256.1014,Medium,Tier 1,Supermarket Type1,8.026502427332835,FD,14
8060,12.89,Low Fat,0.102157958,Dairy,145.0128,Medium,Tier 1,Grocery Store,4.975441873834817,FD,28
8061,19.0,Low Fat,0.017791458,Health and Hygiene,211.9244,Medium,Tier 3,Supermarket Type2,7.658342722547712,NC,4
8062,12.3,Low Fat,0.036997104,Snack Foods,115.9834,Medium,Tier 1,Supermarket Type1,7.637379604860345,FD,14
8063,12.3,Low Fat,0.116261335,Soft Drinks,107.0938,Medium,Tier 3,Grocery Store,5.372439195748607,DR,15
8064,8.1,Low Fat,0.12829573,Fruits and Vegetables,210.4902,Small,Tier 2,Supermarket Type1,8.577489288686158,FD,11
8065,15.85,Low Fat,0.069100548,Breads,216.6166,Small,Tier 1,Supermarket Type1,8.327874910535035,FD,16
8066,14.85,Regular,0.035257037,Fruits and Vegetables,161.2578,Small,Tier 1,Supermarket Type1,8.33636718772502,FD,16
8067,19.0,Regular,0.065633934,Fruits and Vegetables,186.5214,Small,Tier 1,Supermarket Type1,7.724029766882464,FD,16
8068,5.485,Low Fat,0.042743728,Health and Hygiene,166.2842,Small,Tier 2,Supermarket Type1,7.596096127611595,NC,9
8069,19.0,Low Fat,0.129309277,Household,188.8872,Small,Tier 2,Supermarket Type1,8.186925570296328,NC,9
8070,16.1,Regular,0.053930934,Fruits and Vegetables,98.441,Small,Tier 2,Supermarket Type1,6.768342625598476,FD,6
8071,6.135,Low Fat,0.053930934,Soft Drinks,114.286,Small,Tier 1,Supermarket Type1,7.773975547453455,DR,16
8072,11.6,Regular,0.156802171,Breakfast,168.0474,Small,Tier 2,Supermarket Type1,8.384948376509833,FD,9
8073,16.2,Low Fat,0.103634038,Canned,101.399,Medium,Tier 1,Supermarket Type1,6.940212788530672,FD,14
8074,15.6,Low Fat,0.045055587,Dairy,242.3854,Medium,Tier 1,Supermarket Type1,7.790635648872028,FD,14
8075,10.395,Low Fat,0.031199028,Seafood,159.4604,High,Tier 3,Supermarket Type1,5.761802295156657,FD,26
8076,14.5,Low Fat,0.062239081,Dairy,154.2998,Medium,Tier 3,Supermarket Type2,7.4341379420412075,DR,4
8077,15.25,Low Fat,0.06153089,Household,132.2968,Small,Tier 2,Supermarket Type1,7.436887352505166,NC,6
8078,10.1,Regular,0.053692878,Fruits and Vegetables,222.9088,Small,Tier 2,Supermarket Type1,8.54603375520376,FD,11
8079,12.1,Low Fat,0.01545846,Household,166.0526,Medium,Tier 1,Supermarket Type1,8.193941197022408,NC,14
8080,12.91,Regular,0.06627464,Snack Foods,54.1956,Medium,Tier 3,Supermarket Type3,8.007619450384627,FD,28
8081,8.3,Regular,0.030274175,Baking Goods,98.5384,Medium,Tier 3,Supermarket Type2,7.535419279020968,FD,4
8082,7.315,Low Fat,0.015332872,Snack Foods,154.034,Small,Tier 2,Supermarket Type1,6.419238942135981,FD,11
8083,15.6,Regular,0.10589167,Snack Foods,172.6764,Small,Tier 2,Supermarket Type1,7.979749358955784,FD,6
8084,12.91,Low Fat,0.016910914,Household,96.641,Medium,Tier 3,Supermarket Type3,7.343203694685952,NC,28
8085,16.2,Regular,0.128621941,Frozen Foods,175.537,Medium,Tier 1,Supermarket Type1,8.168979492823789,FD,14
8086,12.91,Low Fat,0.014153743,Household,145.6418,Medium,Tier 3,Supermarket Type3,8.249754642515649,NC,28
8087,17.5,Low Fat,0.013637046,Frozen Foods,258.5304,Small,Tier 1,Supermarket Type1,8.732454495277853,FD,16
8088,18.25,Regular,0.171523928,Dairy,155.863,Medium,Tier 3,Supermarket Type2,7.761295756482836,FD,4
8089,12.91,Low Fat,0.009950343,Meat,185.5608,Medium,Tier 3,Supermarket Type3,8.104308949471147,FD,28
8090,12.89,Low Fat,0.037160705,Hard Drinks,54.2298,Medium,Tier 1,Grocery Store,5.092457340883544,DR,28
8091,12.1,Low Fat,0.148986013,Fruits and Vegetables,106.528,Medium,Tier 3,Supermarket Type2,7.067156152391523,FD,4
8092,16.25,Low Fat,0.078103689,Canned,91.1804,High,Tier 3,Supermarket Type1,7.565528306880229,FD,26
8093,7.785,Low Fat,0.140121306,Dairy,102.5306,Medium,Tier 3,Supermarket Type2,7.215164828847592,FD,4
8094,10.1,Low Fat,0.040446145,Canned,118.115,Medium,Tier 3,Grocery Store,4.7665659850108915,FD,15
8095,12.35,Low Fat,0.093824276,Snack Foods,119.9124,Small,Tier 2,Supermarket Type1,7.60872716652003,FD,6
8096,15.7,Regular,0.018926773,Fruits and Vegetables,60.2536,Small,Tier 2,Supermarket Type1,7.060320474020951,FD,9
8097,20.35,Low Fat,0.021322439,Household,79.1328,Small,Tier 2,Supermarket Type1,7.120221873914779,NC,9
8098,12.91,Regular,0.05336162,Canned,200.1742,Medium,Tier 3,Supermarket Type3,8.727826851315118,FD,28
8099,12.91,Low Fat,0.138777108,Frozen Foods,147.5392,Medium,Tier 3,Supermarket Type3,8.560419716733849,FD,28
8100,12.1,Low Fat,0.016823566,Hard Drinks,178.566,Small,Tier 2,Supermarket Type1,8.236443302429764,DR,9
8101,20.35,Low Fat,0.083799283,Meat,184.1292,Small,Tier 1,Supermarket Type1,7.691725496251559,FD,16
8102,18.1,Low Fat,0.048940428,Household,127.5336,Small,Tier 1,Supermarket Type1,7.490345353857432,NC,16
8103,12.6,Low Fat,0.02429329,Dairy,33.4874,Medium,Tier 3,Supermarket Type2,4.671540154002523,FD,4
8104,7.5,Low Fat,0.050829881,Canned,122.7072,Medium,Tier 1,Supermarket Type1,7.293756454430617,FD,14
8105,20.5,Regular,0.053930934,Frozen Foods,83.2592,Small,Tier 2,Supermarket Type1,7.053437747360154,FD,6
8106,16.75,Regular,0.024994069,Soft Drinks,37.4822,Small,Tier 2,Supermarket Type1,6.311645512970122,DR,6
8107,17.85,Low Fat,0.110152524,Frozen Foods,150.205,Medium,Tier 3,Grocery Store,5.015987611522865,FD,15
8108,13.5,Low Fat,0.060603014,Baking Goods,85.554,Small,Tier 2,Supermarket Type1,7.457078277432127,FD,11
8109,12.85,Low Fat,0.033192524,Fruits and Vegetables,199.0768,High,Tier 3,Supermarket Type1,8.056499307694672,FD,26
8110,12.35,Regular,0.121174241,Dairy,47.8692,Medium,Tier 3,Grocery Store,3.9173925635137996,FD,15
8111,10.1,Low Fat,0.046848053,Hard Drinks,60.6878,Small,Tier 2,Supermarket Type1,5.898600074123084,DR,6
8112,11.0,Low Fat,0.05489331,Health and Hygiene,101.9358,High,Tier 3,Supermarket Type1,7.009312993147235,NC,26
8113,14.15,Low Fat,0.034868095,Snack Foods,243.7828,Small,Tier 2,Supermarket Type1,8.791856222736103,FD,9
8114,20.6,Low Fat,0.070933894,Household,74.8696,High,Tier 3,Supermarket Type1,5.414805341753303,NC,26
8115,5.765,Low Fat,0.0821398,Baking Goods,37.2164,Medium,Tier 1,Supermarket Type1,6.363452151550432,FD,14
8116,8.01,Low Fat,0.117580062,Hard Drinks,36.6532,Medium,Tier 3,Grocery Store,4.289176426656364,DR,15
8117,10.8,Low Fat,0.049819857,Fruits and Vegetables,243.2144,Small,Tier 2,Supermarket Type1,7.1115708423410915,FD,11
8118,15.7,Low Fat,0.030877303,Hard Drinks,42.177,Small,Tier 2,Supermarket Type1,6.602192970255926,DR,6
8119,8.6,Low Fat,0.069524391,Household,91.8146,Medium,Tier 1,Supermarket Type1,7.771733081027685,NC,14
8120,12.91,Low Fat,0.076860103,Health and Hygiene,55.993,Medium,Tier 3,Supermarket Type3,7.294661226369017,NC,28
8121,6.36,Low Fat,0.121034655,Fruits and Vegetables,47.506,Medium,Tier 3,Supermarket Type2,6.978155959041408,FD,4
8122,5.32,Low Fat,0.092865746,Health and Hygiene,100.6674,Small,Tier 2,Supermarket Type1,7.882145999053723,NC,9
8123,12.91,Regular,0.075753207,Meat,111.1202,Medium,Tier 3,Supermarket Type3,8.055654624221216,FD,28
8124,12.89,Low Fat,0.103188491,Household,244.346,Medium,Tier 1,Grocery Store,5.510788166125939,NC,28
8125,12.91,Regular,0.072559351,Frozen Foods,199.3426,Medium,Tier 3,Supermarket Type3,8.231671290779063,FD,28
8126,7.435,Low Fat,0.122735471,Starchy Foods,205.2638,High,Tier 3,Supermarket Type1,8.166524346131384,FD,26
8127,6.615,Regular,0.091971856,Canned,251.6408,Small,Tier 1,Supermarket Type1,8.701043445823029,FD,16
8128,11.3,Low Fat,0.056434817,Baking Goods,247.8118,Small,Tier 1,Supermarket Type1,7.994680067458436,FD,16
8129,10.895,Low Fat,0.035740763,Fruits and Vegetables,131.9284,Small,Tier 2,Supermarket Type1,6.492454963393855,FD,9
8130,11.5,Regular,0.125602951,Frozen Foods,100.8358,Small,Tier 1,Supermarket Type1,7.655509861204446,FD,16
8131,12.91,Low Fat,0.116762173,Canned,198.9768,Medium,Tier 3,Supermarket Type3,8.461858731983193,FD,28
8132,7.55,Regular,0.030918873,Fruits and Vegetables,123.9072,High,Tier 3,Supermarket Type1,7.006300946220102,FD,26
8133,20.5,Low Fat,0.119848041,Baking Goods,109.4596,Medium,Tier 3,Supermarket Type2,6.069439888482474,FD,4
8134,5.325,Regular,0.139464425,Dairy,53.2298,Small,Tier 2,Supermarket Type1,7.123983292995296,FD,6
8135,6.675,Low Fat,0.021666335,Household,33.3874,Small,Tier 1,Supermarket Type1,7.1196833715062064,NC,16
8136,16.5,Regular,0.066249551,Breakfast,183.3292,Small,Tier 1,Supermarket Type1,7.604755626550299,FD,16
8137,10.195,Low Fat,0.107564024,Snack Foods,149.0076,Medium,Tier 1,Supermarket Type1,7.07619830631001,FD,14
8138,19.2,Regular,0.085122855,Canned,155.4314,Small,Tier 2,Supermarket Type1,8.180046943700571,FD,11
8139,15.7,Regular,0.115031783,Canned,114.1202,Medium,Tier 3,Supermarket Type2,6.670311718163445,FD,4
8140,18.7,Low Fat,0.014580886,Soft Drinks,50.2324,High,Tier 3,Supermarket Type1,6.436452886708705,DR,26
8141,13.65,Low Fat,0.077548732,Health and Hygiene,55.093,Medium,Tier 3,Supermarket Type2,6.117533162351139,NC,4
8142,12.91,Low Fat,0.022457694,Frozen Foods,98.6068,Medium,Tier 3,Supermarket Type3,7.79612790194106,FD,28
8143,6.11,Regular,0.103129612,Fruits and Vegetables,129.5968,Small,Tier 2,Supermarket Type1,7.762146096199516,FD,11
8144,6.85,Low Fat,0.023012718,Frozen Foods,262.0594,Small,Tier 2,Supermarket Type1,7.359439884846947,FD,6
8145,12.91,Low Fat,0.026933321,Meat,78.467,Medium,Tier 3,Supermarket Type3,8.099669975653272,FD,28
8146,7.475,Low Fat,0.149360698,Fruits and Vegetables,243.4854,Small,Tier 2,Supermarket Type1,7.4341379420412075,FD,6
8147,9.0,Low Fat,0.019586115,Household,170.2474,Medium,Tier 3,Supermarket Type2,8.345736794416574,NC,4
8148,15.1,Low Fat,0.053930934,Snack Foods,195.211,High,Tier 3,Supermarket Type1,8.053116284403773,FD,26
8149,11.35,Regular,0.053930934,Snack Foods,101.5016,Small,Tier 1,Supermarket Type1,5.3151902160374105,FD,16
8150,15.0,Low Fat,0.049155769,Soft Drinks,65.2168,Medium,Tier 1,Supermarket Type1,6.866674917754745,DR,14
8151,6.44,Low Fat,0.053930934,Breads,98.27,Small,Tier 1,Supermarket Type1,7.782340292633914,FD,16
8152,6.445,Low Fat,0.049697923,Baking Goods,95.0436,Medium,Tier 3,Grocery Store,4.5595826878045695,FD,15
8153,14.8,Low Fat,0.081206491,Meat,189.2846,Small,Tier 2,Supermarket Type1,7.450522146274689,FD,11
